# time(s),x(m),y(m),vx(m/s),vy(m/s),phi(rad),delta(rad),omega(rad/s),ax(m/s^2),deltadelta(rad/s),wheel_fl(kmph),wheel_fr(kmph),wheel_rl(kmph),wheel_rr(kmph),roll(rad),throttle_ped_cmd(%),brake_ped_cmd(kPa),gear
1672853404.44562984,-81.92056782,234.90926573,0.00037451,-0.00139321,-2.76686155,-0.00057218,0.00028779,0.00000672,-0.01901285,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1200.00073242,1.00000000
1672853404.48562980,-81.92102475,234.90903017,0.00038779,-0.00128679,-2.76684873,-0.00133269,0.00027922,0.00001278,0.00953713,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,0.00000000,1200.00073242,1.00000000
1672853404.52562976,-81.92070583,234.90901193,0.00036702,-0.00110864,-2.76684710,-0.00095120,0.00027049,0.00000466,-0.01189006,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000001,0.00000000,1200.00073242,1.00000000
1672853404.56562972,-81.92110575,234.90856771,0.00038746,-0.00079166,-2.76683523,-0.00142681,0.00026261,0.00001332,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000002,0.00000000,1200.00073242,1.00000000
1672853404.60562968,-81.92089485,234.90899016,0.00036444,-0.00108815,-2.76683031,-0.00142681,0.00025937,0.00000376,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,0.00000000,1200.00073242,1.00000000
1672853404.64562964,-81.92079418,234.90924785,0.00035773,-0.00125405,-2.76682614,-0.00142681,0.00025269,0.00000078,0.02138205,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000000,1200.00073242,1.00000000
1672853404.68562961,-81.92134359,234.91003135,0.00036802,-0.00214275,-2.76681454,-0.00057152,0.00025212,0.00000460,-0.01900523,0.00000000,0.00000000,0.00000000,0.00000000,0.00000005,0.00000000,1200.00073242,1.00000000
1672853404.72562957,-81.92105566,234.91051814,0.00034945,-0.00243369,-2.76681053,-0.00133173,0.00025494,-0.00000366,0.00014235,0.00000000,0.00000000,0.00000000,0.00000000,0.00000004,0.00000000,1200.00073242,1.00000000
1672853404.76562953,-81.92121778,234.91000375,0.00036805,-0.00192582,-2.76679010,-0.00132604,0.00026097,0.00000323,-0.00011730,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000002,0.00000000,1200.00073242,1.00000000
1672853404.80562949,-81.92127186,234.91007100,0.00036819,-0.00194929,-2.76677406,-0.00133073,0.00026980,0.00000242,-0.00240187,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000002,0.00000000,1200.00073242,1.00000000
1672853404.84562945,-81.92161598,234.91138235,0.00036170,-0.00323369,-2.76676026,-0.00142681,0.00028050,-0.00000093,0.01189006,0.00000000,0.00000000,0.00000000,0.00000000,0.00000011,0.00000000,1200.00073242,1.00000000
1672853404.88562942,-81.92130336,234.91183599,0.00034459,-0.00345684,-2.76675470,-0.00095120,0.00029235,-0.00000846,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000009,0.00000000,1200.00073242,1.00000000
1672853404.92562938,-81.92202076,234.91146718,0.00038019,-0.00324904,-2.76671052,-0.00095120,0.00030459,0.00000575,0.01189006,0.00000000,0.00000000,0.00000000,0.00000000,0.00000005,0.00000000,1200.00073242,1.00000000
1672853404.96562934,-81.92165407,234.91230245,0.00034621,-0.00382292,-2.76671369,-0.00047560,0.00031607,-0.00000833,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000006,0.00000000,1200.00073242,1.00000000
1672853405.00562930,-81.92173529,234.91244117,0.00034961,-0.00386645,-2.76669531,-0.00047560,0.00032508,-0.00000681,-0.00946733,0.00000000,0.00000000,0.00000000,0.00000000,0.00000004,0.00000000,1200.00073242,1.00000000
1672853405.04562926,-81.92090687,234.91235620,0.00032208,-0.00338999,-2.76670520,-0.00085430,0.00033473,-0.00001772,-0.01666984,0.00000000,0.00000000,0.00000000,0.00000000,0.00000002,0.00000000,1200.00073242,1.00000000
1672853405.08562922,-81.92053397,234.91175545,0.00032576,-0.00259573,-2.76669406,-0.00152109,0.00034067,-0.00001571,-0.00953300,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000001,0.00000000,1200.00073242,1.00000000
1672853405.12562919,-81.91963521,234.91112645,0.00030848,-0.00160631,-2.76669856,-0.00190241,0.00034448,-0.00002235,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000004,0.00000000,1200.00073242,1.00000000
1672853405.16562915,-81.91952761,234.91120684,0.00031522,-0.00158972,-2.76668752,-0.00190241,0.00034621,-0.00001900,0.01189006,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000002,0.00000000,1200.00073242,1.00000000
1672853405.20562911,-81.91923769,234.91130501,0.00031319,-0.00152429,-2.76668057,-0.00142681,0.00034610,-0.00001925,-0.00949046,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000002,0.00000000,1200.00073242,1.00000000
1672853405.24562907,-81.91913473,234.91137098,0.00032084,-0.00149602,-2.76667049,-0.00180642,0.00034445,-0.00001560,0.00709927,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000002,0.00000000,1200.00073242,1.00000000
1672853405.28562903,-81.91971437,234.90786862,0.00039710,0.00163023,-2.76662916,-0.00152245,0.00034156,0.00001588,0.00239119,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000009,0.00000000,1200.00073242,1.00000000
1672853405.32562900,-81.92034883,234.90688548,0.00042585,0.00227964,-2.76662051,-0.00142681,0.00033753,0.00002781,0.00232510,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000007,0.00000000,1200.00073242,1.00000000
1672853405.36562896,-81.92095370,234.90604389,0.00044549,0.00278055,-2.76662290,-0.00133380,0.00033276,0.00003578,0.00006928,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000008,0.00000000,1200.00073242,1.00000000
1672853405.40562892,-81.92126776,234.90551570,0.00044430,0.00307784,-2.76661832,-0.00133103,0.00033018,0.00003497,0.00001379,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000007,0.00000000,1200.00073242,1.00000000
1672853405.44562888,-81.92048975,234.90500010,0.00040201,0.00377596,-2.76659415,-0.00133048,0.00032272,0.00001741,0.00712802,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000009,0.00000000,1200.00073242,1.00000000
1672853405.48562884,-81.91994679,234.90454915,0.00037906,0.00430798,-2.76656996,-0.00104536,0.00031843,0.00000777,0.00235386,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000008,0.00000000,1200.00073242,1.00000000
1672853405.52562881,-81.92054979,234.90457565,0.00039720,0.00391888,-2.76658323,-0.00095120,0.00031512,0.00001493,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1200.00073242,1.00000000
1672853405.56562877,-81.92060103,234.90503425,0.00038238,0.00336476,-2.76656488,-0.00095120,0.00031327,0.00000844,0.00704382,0.00000000,0.00000000,0.00000000,0.00000000,0.00000006,0.00000000,1200.00073242,1.00000000
1672853405.60562873,-81.92061408,234.90483060,0.00038030,0.00345777,-2.76655543,-0.00066945,0.00031274,0.00000712,-0.01893388,0.00000000,0.00000000,0.00000000,0.00000000,0.00000004,0.00000000,1200.00073242,1.00000000
1672853405.64562869,-81.92060760,234.90464980,0.00037700,0.00353264,-2.76654429,-0.00142681,0.00031331,0.00000557,0.00954974,0.00000000,0.00000000,0.00000000,0.00000000,0.00000003,0.00000000,1200.00073242,1.00000000
1672853405.68562865,-81.92035891,234.90438122,0.00036709,0.00378330,-2.76652350,-0.00104482,0.00031458,0.00000151,-0.00954974,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1200.00073242,1.00000000
1672853405.72562861,-81.92182051,234.90412157,0.00042330,0.00331938,-2.76657589,-0.00142681,0.00031594,0.00002473,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000006,0.00000000,1200.00073242,1.00000000
1672853405.76562858,-81.92189381,234.90362690,0.00041681,0.00365636,-2.76657193,-0.00142681,0.00031729,0.00002249,0.01189006,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000000,1200.00073242,1.00000000
1672853405.80562854,-81.92186483,234.90348066,0.00040297,0.00370068,-2.76655871,-0.00095120,0.00031814,0.00001735,0.00317960,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000000,1200.00073242,1.00000000
1672853405.84562850,-81.92163208,234.90376805,0.00038164,0.00343022,-2.76653045,-0.00082402,0.00031826,0.00000922,-0.00317960,0.00000000,0.00000000,0.00000000,0.00000000,0.00000005,0.00000000,1200.00073242,1.00000000
1672853405.88562846,-81.92170482,234.90425840,0.00037221,0.00285644,-2.76651189,-0.00095120,0.00031760,0.00000594,0.01189006,0.00000000,0.00000000,0.00000000,0.00000000,0.00000013,0.00000000,1200.00073242,1.00000000
1672853405.92562842,-81.92155798,234.90374250,0.00037211,0.00331298,-2.76650073,-0.00047560,0.00031627,0.00000655,-0.01912587,0.00000000,0.00000000,0.00000000,0.00000000,0.00000002,0.00000000,1200.00073242,1.00000000
1672853405.96562839,-81.92199669,234.90386840,0.00038615,0.00292278,-2.76650292,-0.00124064,0.00031444,0.00001281,0.00723582,0.00000000,0.00000000,0.00000000,0.00000000,0.00000008,0.00000000,1200.00073242,1.00000000
1672853406.00562835,-81.92197763,234.90374839,0.00038326,0.00295886,-2.76649151,-0.00095120,0.00031256,0.00001186,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000006,0.00000000,1200.00073242,1.00000000
1672853406.04562831,-81.92157900,234.90326124,0.00037272,0.00348425,-2.76647144,-0.00095120,0.00031100,0.00000777,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000006,0.00000000,1200.00073242,1.00000000
1672853406.08562827,-81.92156294,234.90301906,0.00037577,0.00361468,-2.76646318,-0.00095120,0.00030700,0.00000896,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000005,0.00000000,1200.00073242,1.00000000
1672853406.12562823,-81.92193432,234.90360264,0.00038122,0.00282020,-2.76645696,-0.00095120,0.00030437,0.00001115,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000008,0.00000000,1200.00073242,1.00000000
1672853406.16562819,-81.92204980,234.90389218,0.00038021,0.00242123,-2.76644424,-0.00095120,0.00030334,0.00001058,-0.01189006,0.00000000,0.00000000,0.00000000,0.00000000,0.00000009,0.00000000,1200.00073242,1.00000000
1672853406.20562816,-81.92202745,234.90379400,0.00038070,0.00245105,-2.76643452,-0.00142681,0.00029949,0.00001058,0.01189006,0.00000000,0.00000000,0.00000000,0.00000000,0.00000010,0.00000000,1200.00073242,1.00000000
1672853406.24562812,-81.92192844,234.90537381,0.00035732,0.00097854,-2.76639868,-0.00095120,0.00029746,0.00000064,-0.01189006,0.00000000,0.00000000,0.00000000,0.00000000,0.00000023,0.00000000,1200.00073242,1.00000000
1672853406.28562808,-81.92150835,234.90644291,0.00033390,0.00012853,-2.76636678,-0.00142681,0.00029545,-0.00000930,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000022,0.00000000,1200.00073242,1.00000000
1672853406.32562804,-81.92164301,234.90842671,0.00032140,-0.00177566,-2.76634570,-0.00142681,0.00029331,-0.00001472,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000029,0.00000000,1200.00073242,1.00000000
1672853406.36562800,-81.92171555,234.90898923,0.00032939,-0.00228141,-2.76633508,-0.00142681,0.00029105,-0.00001159,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000021,0.00000000,1200.00073242,1.00000000
1672853406.40562797,-81.92177202,234.90906429,0.00034214,-0.00230623,-2.76632484,-0.00142681,0.00028873,-0.00000648,0.01189006,0.00000000,0.00000000,0.00000000,0.00000000,0.00000015,0.00000000,1200.00073242,1.00000000
1672853406.44562793,-81.92220919,234.90832017,0.00037413,-0.00170482,-2.76630725,-0.00095120,0.00028651,0.00000640,0.00953183,0.00000000,0.00000000,0.00000000,0.00000000,0.00000012,0.00000000,1200.00073242,1.00000000
1672853406.48562789,-81.92187846,234.90844509,0.00036101,-0.00165569,-2.76630241,-0.00056993,0.00028456,0.00000070,-0.00953183,0.00000000,0.00000000,0.00000000,0.00000000,0.00000008,0.00000000,1200.00073242,1.00000000
1672853406.52562785,-81.92154311,234.90952737,0.00033476,-0.00251239,-2.76630301,-0.00095120,0.00028332,-0.00001037,0.00951307,0.00000000,0.00000000,0.00000000,0.00000000,0.00000004,0.00000000,1200.00073242,1.00000000
1672853406.56562781,-81.92169343,234.90987721,0.00034507,-0.00282578,-2.76629201,-0.00057068,0.00028309,-0.00000627,-0.00951307,0.00000000,0.00000000,0.00000000,0.00000000,0.00000002,0.00000000,1200.00073242,1.00000000
1672853406.60562778,-81.92206246,234.90995732,0.00036583,-0.00295122,-2.76627153,-0.00095120,0.00028636,0.00000201,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000000,1200.00073242,1.00000000
1672853406.64562774,-81.92229497,234.91005244,0.00037387,-0.00303621,-2.76625611,-0.00095120,0.00028629,0.00000491,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000000,1200.00073242,1.00000000
1672853406.68562770,-81.92270910,234.91045155,0.00038134,-0.00346729,-2.76623662,-0.00095120,0.00028956,0.00000745,-0.01189006,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000003,0.00000000,1200.00073242,1.00000000
1672853406.72562766,-81.92342997,234.91041806,0.00040506,-0.00358212,-2.76620088,-0.00142681,0.00029381,0.00001658,0.00955479,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000005,0.00000000,1200.00073242,1.00000000
1672853406.76562762,-81.92351306,234.90900069,0.00042020,-0.00215031,-2.76616549,-0.00104462,0.00029864,0.00002213,-0.00955479,0.00000000,0.00000000,0.00000000,0.00000000,0.00000008,0.00000000,1200.00073242,1.00000000
1672853406.80562758,-81.92290206,234.90868863,0.00038528,-0.00157352,-2.76616434,-0.00142681,0.00030359,0.00000719,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000010,0.00000000,1200.00073242,1.00000000
1672853406.84562755,-81.92257064,234.90852199,0.00037124,-0.00125821,-2.76615677,-0.00142681,0.00030849,0.00000108,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000012,0.00000000,1200.00073242,1.00000000
1672853406.88562751,-81.92181458,234.90928545,0.00033349,-0.00167263,-2.76616292,-0.00142681,0.00031297,-0.00001472,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000004,0.00000000,1200.00073242,1.00000000
1672853406.92562747,-81.92179127,234.90893470,0.00034526,-0.00128347,-2.76614645,-0.00142681,0.00031702,-0.00001038,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000006,0.00000000,1200.00073242,1.00000000
1672853406.96562743,-81.92163928,234.90901260,0.00034223,-0.00126356,-2.76613464,-0.00142681,0.00032052,-0.00001228,0.01189006,0.00000000,0.00000000,0.00000000,0.00000000,0.00000004,0.00000000,1200.00073242,1.00000000
1672853407.00562739,-81.92168158,234.90905223,0.00034801,-0.00127722,-2.76612005,-0.00095120,0.00032329,-0.00001047,-0.00233530,0.00000000,0.00000000,0.00000000,0.00000000,0.00000003,0.00000000,1200.00073242,1.00000000
1672853407.04562736,-81.92189858,234.90903970,0.00035992,-0.00130399,-2.76610249,-0.00104462,0.00032684,-0.00000631,0.01422535,0.00000000,0.00000000,0.00000000,0.00000000,0.00000002,0.00000000,1200.00073242,1.00000000
1672853407.08562732,-81.92198207,234.90886986,0.00036439,-0.00113545,-2.76608657,-0.00047560,0.00032912,-0.00000521,-0.02378011,0.00000000,0.00000000,0.00000000,0.00000000,0.00000003,0.00000000,1200.00073242,1.00000000
1672853407.12562728,-81.92111802,234.90817976,0.00033971,-0.00013722,-2.76607901,-0.00142681,0.00033085,-0.00001587,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000012,0.00000000,1200.00073242,1.00000000
1672853407.16562724,-81.92107121,234.90811609,0.00034213,-0.00005208,-2.76606553,-0.00142681,0.00033163,-0.00001503,0.02378011,0.00000000,0.00000000,0.00000000,0.00000000,0.00000008,0.00000000,1200.00073242,1.00000000
1672853407.20562720,-81.92109419,234.90810906,0.00034540,-0.00004867,-2.76605243,-0.00047560,0.00033132,-0.00001373,-0.02143664,0.00000000,0.00000000,0.00000000,0.00000000,0.00000006,0.00000000,1200.00073242,1.00000000
1672853407.24562716,-81.92146822,234.90821313,0.00035725,-0.00027555,-2.76603957,-0.00133307,0.00032999,-0.00000898,-0.00234347,0.00000000,0.00000000,0.00000000,0.00000000,0.00000002,0.00000000,1200.00073242,1.00000000
1672853407.28562713,-81.92193131,234.90672390,0.00038990,0.00095088,-2.76602752,-0.00142681,0.00032777,0.00000419,0.02378011,0.00000000,0.00000000,0.00000000,0.00000000,0.00000017,0.00000000,1200.00073242,1.00000000
1672853407.32562709,-81.92223652,234.90532127,0.00041030,0.00212623,-2.76602156,-0.00047560,0.00032504,0.00001241,-0.02378011,0.00000000,0.00000000,0.00000000,0.00000000,0.00000027,0.00000000,1200.00073242,1.00000000
1672853407.36562705,-81.92223680,234.90505239,0.00039709,0.00232068,-2.76601162,-0.00142681,0.00032190,0.00000687,0.02378011,0.00000000,0.00000000,0.00000000,0.00000000,0.00000018,0.00000000,1200.00073242,1.00000000
1672853407.40562701,-81.92267210,234.90458810,0.00040903,0.00252164,-2.76601398,-0.00047560,0.00031841,0.00001188,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000015,0.00000000,1200.00073242,1.00000000
1672853407.44562697,-81.92291588,234.90426541,0.00040430,0.00265654,-2.76601132,-0.00047560,0.00031460,0.00001014,-0.02143164,0.00000000,0.00000000,0.00000000,0.00000000,0.00000013,0.00000000,1200.00073242,1.00000000
1672853407.48562694,-81.92296345,234.90479019,0.00038250,0.00208162,-2.76599632,-0.00133287,0.00031048,0.00000152,0.00954158,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000001,0.00000000,1200.00073242,1.00000000
1672853407.52562690,-81.92259553,234.90376580,0.00037283,0.00312522,-2.76598661,-0.00095120,0.00030609,-0.00000208,-0.01189006,0.00000000,0.00000000,0.00000000,0.00000000,0.00000015,0.00000000,1200.00073242,1.00000000
1672853407.56562686,-81.92259570,234.90376057,0.00036477,0.00304164,-2.76597645,-0.00142681,0.00030154,-0.00000500,0.00242251,0.00000000,0.00000000,0.00000000,0.00000000,0.00000009,0.00000000,1200.00073242,1.00000000
1672853407.60562682,-81.92267242,234.90333141,0.00036946,0.00332551,-2.76597280,-0.00132991,0.00029966,-0.00000279,0.00946755,0.00000000,0.00000000,0.00000000,0.00000000,0.00000011,0.00000000,1200.00073242,1.00000000
1672853407.64562678,-81.92269397,234.90301464,0.00036755,0.00351558,-2.76596944,-0.00095120,0.00029271,-0.00000312,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000013,0.00000000,1200.00073242,1.00000000
1672853407.68562675,-81.92227288,234.90430747,0.00033002,0.00239939,-2.76592429,-0.00095120,0.00028877,-0.00001810,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000011,0.00000000,1200.00073242,1.00000000
1672853407.72562671,-81.92240566,234.90585879,0.00031640,0.00083964,-2.76589745,-0.00095120,0.00028536,-0.00002324,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000031,0.00000000,1200.00073242,1.00000000
1672853407.76562667,-81.92274458,234.90563073,0.00034143,0.00089571,-2.76589690,-0.00095120,0.00028281,-0.00001269,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000017,0.00000000,1200.00073242,1.00000000
1672853407.80562663,-81.92275257,234.90558939,0.00034399,0.00090442,-2.76588501,-0.00095120,0.00028371,-0.00001140,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000014,0.00000000,1200.00073242,1.00000000
1672853407.84562659,-81.92279293,234.90583074,0.00034441,0.00064185,-2.76587320,-0.00095120,0.00028202,-0.00001099,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000015,0.00000000,1200.00073242,1.00000000
1672853407.88562655,-81.92315095,234.90579628,0.00035846,0.00051824,-2.76586537,-0.00095120,0.00028406,-0.00000509,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000012,0.00000000,1200.00073242,1.00000000
1672853407.92562652,-81.92356396,234.90519749,0.00038023,0.00090328,-2.76585894,-0.00095120,0.00028746,0.00000397,0.01189006,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,0.00000000,1200.00073242,1.00000000
1672853407.96562648,-81.92412569,234.90515178,0.00039539,0.00070175,-2.76585128,-0.00047560,0.00029182,0.00001041,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000005,0.00000000,1200.00073242,1.00000000
