6.180239360925032887e-310,5.000000000000000000e-01,6.015625000000000000e-01,7.031250000000000000e-01,8.046875000000000000e-01,9.062500000000000000e-01,1.007812500000000000e+00,1.109375000000000000e+00,1.210937500000000000e+00,1.312500000000000000e+00,1.414062500000000000e+00,1.515625000000000000e+00,1.617187500000000000e+00,1.718750000000000000e+00,1.820312500000000000e+00,1.921875000000000000e+00,2.023437500000000000e+00,2.125000000000000000e+00,2.226562500000000000e+00,2.328125000000000000e+00,2.429687500000000000e+00,2.531250000000000000e+00,2.632812500000000000e+00,2.734375000000000000e+00,2.835937500000000000e+00,2.937500000000000000e+00,3.039062500000000000e+00,3.140625000000000000e+00,3.242187500000000000e+00,3.343750000000000000e+00,3.445312500000000000e+00,3.546875000000000000e+00,3.648437500000000000e+00,3.750000000000000000e+00,3.851562500000000000e+00,3.953125000000000000e+00,4.054687500000000000e+00,4.156250000000000000e+00,4.257812500000000000e+00,4.359375000000000000e+00,4.460937500000000000e+00,4.562500000000000000e+00,4.664062500000000000e+00,4.765625000000000000e+00,4.867187500000000000e+00,4.968750000000000000e+00,5.070312500000000000e+00,5.171875000000000000e+00,5.273437500000000000e+00,5.375000000000000000e+00,5.476562500000000000e+00,5.578125000000000000e+00,5.679687500000000000e+00,5.781250000000000000e+00,5.882812500000000000e+00,5.984375000000000000e+00,6.085937500000000000e+00,6.187500000000000000e+00,6.289062500000000000e+00,6.390625000000000000e+00,6.492187500000000000e+00,6.593750000000000000e+00,6.695312500000000000e+00,6.796875000000000000e+00,6.898437500000000000e+00,7.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.333333333333333547e-03,2.583422400149179999e-03,3.726239830413442117e-03,5.069326276844325976e-03,6.607559019570344305e-03,8.335150607731555555e-03,1.024570238948978827e-02,1.233226068441188768e-02,1.458737828725704087e-02,1.700317732427819584e-02,1.957141241760299716e-02,2.228353797025117711e-02,2.513077047166415584e-02,2.810415327662217633e-02,3.119461785187549810e-02,3.439304309745657567e-02,3.769031254735321496e-02,4.107736137636958801e-02,4.454523600418211493e-02,4.808512740379433659e-02,5.168841818079153438e-02,5.534671477949222596e-02,5.905188061456754373e-02,6.279606218034998466e-02,6.657171109683615584e-02,7.037160425204994074e-02,7.418885144744888360e-02,7.801691949508890445e-02,8.184962250699481801e-02,8.568113864944598701e-02,8.950600431078593877e-02,9.331911521374848528e-02,9.711572236181291451e-02,1.008914154307332528e-01,1.046421412486940872e-01,1.083641655903988532e-01,1.120540759836397143e-01,1.157087713604937895e-01,1.193254434368891670e-01,1.229015701233095725e-01,1.264348960061412730e-01,1.299234236128104514e-01,1.333653946779369548e-01,1.367592819031718254e-01,1.401037713383909977e-01,1.433977495024807980e-01,1.466402905310147664e-01,1.498306402355125688e-01,1.529682137246416440e-01,1.560525745543296372e-01,1.590834165316857285e-01,1.620605705714213696e-01,1.649839780266233458e-01,1.678536923056890284e-01,1.706698638947913571e-01,1.734327271402664739e-01,1.761426022957142679e-01,1.787998796806101742e-01,1.814050134279081017e-01,1.839585168561125028e-01,1.864609542220605765e-01,1.889129368927826846e-01,1.913151053129786006e-01,1.936681659719817206e-01,1.959728142233080894e-01,1.982297985422700193e-01
6.666666666666667095e-03,5.166900565104531190e-03,7.452559053802342015e-03,1.013875889180954060e-02,1.321525415559971807e-02,1.667046950936697594e-02,2.049160637572193522e-02,2.466475671310829065e-02,2.917502645495544111e-02,3.400665665962993717e-02,3.914315716686946056e-02,4.456743359650626457e-02,5.026191773364818011e-02,5.620869339996363567e-02,6.238962127156165438e-02,6.878645489674573010e-02,7.538095650215762000e-02,8.215499682388649472e-02,8.909065468341324789e-02,9.617031980768968313e-02,1.033767381350656767e-01,1.106931204983782335e-01,1.181031861503222119e-01,1.255912194979802443e-01,1.331421157533584365e-01,1.407414179049138458e-01,1.483753421166205677e-01,1.560308057358538447e-01,1.636954325824944156e-01,1.713575657744861869e-01,1.790062710512605459e-01,1.866313292837475935e-01,1.942232309706456994e-01,2.017731623699088317e-01,2.092729902907148609e-01,2.167152507106326342e-01,2.240931009363890114e-01,2.314003431995043658e-01,2.386313534721691554e-01,2.457810799253621614e-01,2.528450106410447540e-01,2.598191456240260822e-01,2.666999742406537810e-01,2.734844321536654688e-01,2.801698924519331890e-01,2.867541288354282791e-01,2.932352913420601115e-01,2.996118815744519548e-01,3.058827184806884314e-01,3.120469320196378460e-01,3.181039233612882877e-01,3.240533523291881934e-01,3.298951054744481137e-01,3.356293923394881307e-01,3.412562543846645036e-01,3.467764210491539045e-01,3.521904589115935069e-01,3.574991391569863897e-01,3.627033938167548155e-01,3.678042528909508113e-01,3.728028531048495076e-01,3.777004106844731868e-01,3.824982482654166738e-01,3.871977335489379390e-01,3.918003049737898702e-01,3.963074507465790264e-01
1.000000000000000021e-02,7.750490277255880217e-03,1.117903707335461509e-02,1.520840419313950614e-02,1.982322144130449840e-02,2.500612442541454844e-02,3.073791348435579718e-02,3.699772524723825978e-02,4.376321489869514775e-02,5.101074099573883747e-02,5.871556642844883572e-02,6.685204484237580735e-02,7.539381854186262555e-02,8.431400781710801651e-02,9.358539580513672296e-02,1.031806055819304846e-01,1.130722685216212081e-01,1.232331821082151280e-01,1.336364537619876558e-01,1.442556412614127148e-01,1.550648607710667648e-01,1.660389083738159077e-01,1.771533408478350446e-01,1.883845671973675140e-01,1.997099077971258296e-01,2.111076541406073648e-01,2.225571107116845748e-01,2.340386250787598044e-01,2.455336139196907241e-01,2.570245667244062671e-01,2.684950590044914986e-01,2.799297391232123400e-01,2.913143202591642611e-01,3.026355616731532527e-01,3.138812472800864839e-01,3.250401514705467121e-01,3.361020161674382889e-01,3.470575062466788041e-01,3.578981840054515362e-01,3.686164562420294333e-01,3.792055540572547567e-01,3.896594663876543074e-01,3.999729164502059398e-01,4.101413088598279133e-01,4.201607035184551364e-01,4.300277621402562866e-01,4.397397120403979121e-01,4.492943075079546822e-01,4.586897897490860299e-01,4.679248546081655746e-01,4.769986165954159807e-01,4.859105696529104068e-01,4.946605757681535320e-01,5.032488174512929069e-01,5.116757328304080144e-01,5.199420999762000006e-01,5.280488110855093842e-01,5.359972413952059922e-01,5.437886110138626661e-01,5.514245771125676487e-01,5.589067671958013461e-01,5.662371305955905543e-01,5.734176176462081331e-01,5.804503099704662050e-01,5.873373835332884596e-01,5.940810485626025761e-01
1.333333333333333419e-02,1.033424727982295253e-02,1.490575330020657910e-02,2.027836854698898336e-02,2.643159706541309273e-02,3.334228313124277393e-02,4.098482531007659885e-02,4.933140057728436362e-02,5.835221126488409488e-02,6.801573256578292981e-02,7.828897249030476735e-02,8.913772936106879874e-02,1.005268497854157062e-01,1.124204831304572161e-01,1.247823251647323384e-01,1.375758629251397636e-01,1.507645811857006579e-01,1.643121904268805278e-01,1.781828118418690710e-01,1.923411561049483132e-01,2.067526925945349647e-01,2.213837650644045474e-01,2.362017687754690010e-01,2.511751971555065133e-01,2.662737766133486672e-01,2.814685197671262240e-01,2.967317891830929533e-01,3.120373392408078428e-01,3.273603455649535254e-01,3.426774210575053159e-01,3.579666186675435346e-01,3.732074299358492109e-01,3.883807646509828126e-01,4.034689298840846705e-01,4.184555980853643109e-01,4.333257716216354916e-01,4.480657392773812475e-01,4.626630314044363756e-01,4.771063690600410023e-01,4.913856107090762149e-01,5.054917128618087174e-01,5.194166443818484247e-01,5.331533549806770633e-01,5.466957404223306005e-01,5.600385213351153357e-01,5.731772525346287006e-01,5.861082422049322949e-01,5.988285062212608256e-01,6.113357106159056364e-01,6.236281347203453951e-01,6.357046155955236033e-01,6.475645029331618119e-01,6.592076236082092811e-01,6.706342476081128545e-01,6.818449940625571637e-01,6.928409172574307995e-01,7.036233036533066088e-01,7.141938209833645912e-01,7.245543381862489252e-01,7.347070508450501691e-01,7.446540662162104418e-01,7.543981227182217086e-01,7.639418054378037670e-01,7.732879338903283495e-01,7.824393885067362220e-01,7.913993260075986580e-01
1.666666666666666644e-02,1.291822746471760035e-02,1.863278762111894235e-02,2.534875833410392063e-02,3.304051719346939864e-02,4.167911516189599236e-02,5.123254353801134919e-02,6.166601931569367506e-02,7.294228740055036520e-02,8.502193391698432967e-02,9.786370614026948522e-02,1.114248445497632856e-01,1.256613881187302606e-01,1.405285065494809860e-01,1.559808003919301855e-01,1.719725960383147734e-01,1.884582282810630949e-01,2.053922950547334980e-01,2.227299130520110082e-01,2.404269277638857172e-01,2.584401243146743354e-01,2.767273849007024777e-01,2.952478883466260751e-01,3.139622004082379680e-01,3.328324101854152062e-01,3.518222174112155543e-01,3.708970068152929178e-01,3.900239016856629215e-01,4.091717995691567245e-01,4.283113950949972160e-01,4.474151890786600139e-01,4.664574722981734700e-01,4.854143219198520098e-01,5.042635547616470815e-01,5.229847064728625483e-01,5.415589736609250915e-01,5.599691701435345337e-01,5.781996598730042569e-01,5.962363096452056865e-01,6.140664157646077426e-01,6.316786320716322178e-01,6.490629122853454058e-01,6.662104351089134235e-01,6.831135354831183726e-01,6.997656323271792544e-01,7.161611747252499827e-01,7.322955551463050661e-01,7.481650490478737314e-01,7.637667657380594610e-01,7.790985802986016839e-01,7.941590643693030582e-01,8.089474068332721535e-01,8.234635112232245868e-01,8.377076968413166291e-01,8.516807900212559623e-01,8.653841389662020323e-01,8.788194322508159351e-01,8.919887673774905545e-01,9.048945454844519176e-01,9.175394987640318467e-01,9.299265354991239629e-01,9.420588944261080178e-01,9.539399624113791276e-01,9.655732986558056563e-01,9.769626237798842983e-01,9.881117802522016991e-01
2.000000000000000042e-02,1.550248654013145801e-02,2.236021813605555339e-02,3.041967998975240658e-02,3.965011793326101569e-02,5.001678720502990977e-02,6.148126985074423012e-02,7.400181739265308811e-02,8.753371317196111112e-02,1.020296474403463716e-01,1.174401047345613180e-01,1.337137491036058112e-01,1.507978102318858482e-01,1.686384652391028083e-01,1.871812000108370178e-01,2.063711737662413115e-01,2.261535396665597941e-01,2.464737715598218082e-01,2.672779548122892201e-01,2.885130175509409423e-01,3.101270532556709147e-01,3.320694491966982853e-01,3.542911207447271282e-01,3.767446637329204262e-01,3.993844909171657687e-01,4.221669445854395186e-01,4.450503848530663054e-01,4.679952566397846958e-01,4.909641340060098558e-01,5.139217461229186323e-01,5.368349911213478043e-01,5.596729215384160794e-01,5.824067281805392904e-01,6.050097032922128193e-01,6.274572069775631311e-01,6.497265910897891406e-01,6.717971602491508154e-01,6.936500922316252149e-01,7.152683672464693609e-01,7.366366885443934587e-01,7.577414153639425720e-01,7.785704527619720094e-01,7.991131973125376042e-01,8.193604404799390561e-01,8.393042871636058333e-01,8.589380724106795428e-01,8.782562859050099258e-01,8.972544888915940930e-01,9.159292380585619675e-01,9.342780157947244701e-01,9.522991706354029251e-01,9.699918074249301858e-01,9.873556919300052748e-01,1.004391459575827206e+00,1.021100114969919925e+00,1.037483311877236414e+00,1.053543183237674485e+00,1.069282301437373572e+00,1.084703631104251054e+00,1.099810485162426854e+00,1.114606528187240375e+00,1.129095650122163619e+00,1.143282002203815928e+00,1.157169948194812781e+00,1.170764027625619264e+00,1.184068982292360239e+00
2.333333333333333440e-02,1.808708038743832638e-02,2.608812569988863336e-02,3.549123998013389153e-02,4.626053562873851110e-02,5.835546809472810098e-02,7.173120605040646247e-02,8.633902726245101800e-02,1.021267575974072889e-01,1.190391759770713515e-01,1.370184958803327691e-01,1.560048001498690884e-01,1.759364938436674686e-01,1.967507452855523919e-01,2.183839144851258407e-01,2.407719644358682076e-01,2.638508511177548588e-01,2.875568897553872905e-01,3.118270925583737085e-01,3.365994875893003613e-01,3.618133850126927231e-01,3.874096428641062295e-01,4.133308804470857689e-01,4.395216697805701123e-01,4.659286965817966975e-01,4.925008913241363251e-01,5.191895359655456232e-01,5.459483391383219697e-01,5.727334955012424178e-01,5.995037121716054740e-01,6.262202287692499869e-01,6.528468037358510223e-01,6.793496892363689588e-01,7.056976151266234343e-01,7.318616972864583348e-01,7.578154171220583546e-01,7.835345276511829216e-01,8.089969805311884032e-01,8.341828445223611332e-01,8.590742123581216472e-01,8.836551032003960859e-01,9.079113893605060825e-01,9.318306592329910210e-01,9.554021163147889961e-01,9.786166701191713058e-01,1.001466445605206701e+00,1.023945059949763481e+00,1.046047373480350373e+00,1.067769439333364989e+00,1.089108294766089502e+00,1.110062112797117972e+00,1.130629965812073090e+00,1.150811714753827264e+00,1.170607973449418582e+00,1.190020163000744091e+00,1.209050272017043293e+00,1.227700885341738157e+00,1.245975108747352067e+00,1.263876508034583734e+00,1.281409069413197876e+00,1.298577131621961867e+00,1.315385396895409675e+00,1.331838789814844493e+00,1.347942524533024544e+00,1.363702008912566210e+00,1.379122815852217521e+00
2.666666666666666838e-02,2.067206486415808925e-02,2.981658939063120198e-02,4.056354479635115168e-02,5.287190656557314017e-02,6.669532611242830200e-02,8.198255378863451848e-02,9.867789504900488506e-02,1.167216916099693969e-01,1.360508221699698594e-01,1.565992136188357753e-01,1.782983559898709547e-01,2.010778149904578760e-01,2.248657345798951990e-01,2.495893260218897403e-01,2.751753363757986626e-01,3.015504935613855797e-01,3.286419242116017658e-01,3.563775408961539770e-01,3.846863961723905323e-01,4.134990103440408515e-01,4.427476475203727113e-01,4.723665787468472321e-01,5.022922962155887960e-01,5.324636980184529467e-01,5.628222403856882883e-01,5.933120615720676172e-01,6.238800702713409585e-01,6.544760128073585648e-01,6.850525113144207978e-01,7.155650802071165106e-01,7.459721191247663530e-01,7.762348916973155211e-01,8.063174831513750807e-01,8.361867477127949977e-01,8.658121954708970502e-01,8.951660271677484015e-01,9.242229152336929321e-01,9.529599804204890168e-01,9.813566827504586199e-01,1.009394679637831915e+00,1.037057734074282811e+00,1.064331783211128535e+00,1.091204326577034589e+00,1.117664938468114322e+00,1.143704742012598308e+00,1.169316425528641012e+00,1.194494235327265841e+00,1.219233585126407338e+00,1.243531344268380412e+00,1.267385317451353854e+00,1.290794621446757606e+00,1.313759190248910969e+00,1.336279884994404643e+00,1.358358428892188829e+00,1.379997196130896553e+00,1.401199291847840200e+00,1.421968396577191651e+00,1.442308735084128157e+00,1.462224972965012970e+00,1.481722315237673504e+00,1.500806216704790419e+00,1.519482361894105349e+00,1.537756947482989522e+00,1.555636393589887589e+00,1.573127089681886304e+00
